"","Phage","Bacteria","Status"
"3410","P2T3_L-F-_1","T12_3",0
"3411","P2T3_L-F-_2","T12_3",0
"3412","P2T3_L-F-_3","T12_3",0
"3413","P2T6_WT_1","T12_3",0
"3414","P2T6_WT_2","T12_3",0
"3415","P2T6_WT_3","T12_3",0
"3416","P2T6_C-F-_1","T12_3",0
"3417","P2T6_C-F-_2","T12_3",0
"3418","P2T6_C-F-_3","T12_3",0
"3419","P2T6_L-F-_1","T12_3",0
"3420","P2T6_L-F-_2","T12_3",0
"3421","P2T6_L-F-_3","T12_3",0
"3422","P2T9_WT_1","T12_3",0
"3423","P2T9_WT_2","T12_3",0
"3424","P2T9_WT_3","T12_3",0
"3425","P2T9_C-F-_1","T12_3",0
"3426","P2T9_C-F-_2","T12_3",0
"3427","P2T9_C-F-_3","T12_3",0
"3428","P2T9_L-F-_1","T12_3",0
"3429","P2T9_L-F-_2","T12_3",0
"3430","P2T9_L-F-_3","T12_3",0
"3431","P2T9_L-C-_1","T12_3",0
"3432","P2T9_L-C-_2","T12_3",1
"3433","P2T9_L-C-_3","T12_3",0
"3434","P2T12_WT_1","T12_3",1
"3435","P2T12_WT_2","T12_3",0
"3436","P2T12_WT_3","T12_3",0
"3437","P2T12_C-F-_1","T12_3",0
"3438","P2T12_C-F-_2","T12_3",1
"3439","P2T12_L-F-_1","T12_3",1
"3440","P2T12_L-F-_2","T12_3",0
"3441","P2T12_L-F-_3","T12_3",1
"3442","P2T12_L-C-_1","T12_3",0
"3443","P2T12_L-C-_2","T12_3",0
"3444","P2T12_L-C-_3","T12_3",1
"3445","P2T15_WT_1","T12_3",1
"3446","P2T15_WT_2","T12_3",0
"3447","P2T15_WT_3","T12_3",1
"3448","P2T15_C-F-_1","T12_3",1
"3449","P2T15_C-F-_2","T12_3",1
"3450","P2T15_C-F-_3","T12_3",1
"3451","P2T15_L-F-_1","T12_3",1
"3452","P2T15_L-F-_2","T12_3",0
"3453","P2T15_L-F-_3","T12_3",0
"3454","P2T15_L-C-_1","T12_3",1
"3455","P2T15_L-C-_2","T12_3",1
"3456","P2T15_L-C-_3","T12_3",1
"3457","P2T18_WT_1","T12_3",1
"3458","P2T18_WT_2","T12_3",1
"3459","P2T18_WT_3","T12_3",1
"3460","P2T18_C-F-_1","T12_3",1
"3461","P2T18_C-F-_2","T12_3",1
"3462","P2T18_C-F-_3","T12_3",1
"3463","P2T18_L-C-_1","T12_3",1
"3464","P2T18_L-C-_2","T12_3",1
"3465","P2T18_L-C-_3","T12_3",1
"3466","P2T21_WT_1","T12_3",1
"3467","P2T21_WT_2","T12_3",0
"3468","P2T21_WT_3","T12_3",0
"3469","P2T21_C-F-_1","T12_3",1
"3470","P2T21_C-F-_2","T12_3",1
"3471","P2T21_C-F-_3","T12_3",1
"3472","P2T21_L-F-_1","T12_3",0
"3473","P2T21_L-F-_2","T12_3",0
"3474","P2T21_L-F-_3","T12_3",0
"3475","P2T21_L-C-_1","T12_3",1
"3476","P2T21_L-C-_2","T12_3",1
"3477","P2T21_L-C-_3","T12_3",1
"3478","P2T24_WT_1","T12_3",1
"3479","P2T24_WT_2","T12_3",1
"3480","P2T24_WT_3","T12_3",1
"3481","P2T24_C-F-_1","T12_3",1
"3482","P2T24_C-F-_2","T12_3",1
"3483","P2T24_C-F-_3","T12_3",1
"3484","P2T24_L-C-_1","T12_3",1
"3485","P2T24_L-C-_2","T12_3",1
"3486","P2T24_L-C-_3","T12_3",1
"3487","P2T3_WT_1","T12_4",0
"3488","P2T3_WT_2","T12_4",0
"3489","P2T3_WT_3","T12_4",0
"3490","P2T3_C-F-_1","T12_4",0
"3491","P2T3_C-F-_2","T12_4",0
"3492","P2T3_C-F-_3","T12_4",0
"3493","P2T3_L-F-_1","T12_4",0
"3494","P2T3_L-F-_2","T12_4",0
"3495","P2T3_L-F-_3","T12_4",0
"3496","P2T6_WT_1","T12_4",0
"3497","P2T6_WT_2","T12_4",0
"3498","P2T6_WT_3","T12_4",0
"3499","P2T6_C-F-_1","T12_4",0
"3500","P2T6_C-F-_2","T12_4",0
"3501","P2T6_C-F-_3","T12_4",0
"3502","P2T6_L-F-_1","T12_4",0
"3503","P2T6_L-F-_2","T12_4",0
"3504","P2T6_L-F-_3","T12_4",0
"3505","P2T9_WT_1","T12_4",0
"3506","P2T9_WT_2","T12_4",0
"3507","P2T9_WT_3","T12_4",0
"3508","P2T9_C-F-_1","T12_4",0
"3509","P2T9_C-F-_2","T12_4",0
"3510","P2T9_C-F-_3","T12_4",0
"3511","P2T9_L-F-_1","T12_4",0
"3512","P2T9_L-F-_2","T12_4",0
"3513","P2T9_L-F-_3","T12_4",0
"3514","P2T9_L-C-_1","T12_4",0
"3515","P2T9_L-C-_2","T12_4",1
"3516","P2T9_L-C-_3","T12_4",0
"3517","P2T12_WT_1","T12_4",1
"3518","P2T12_WT_2","T12_4",0
"3519","P2T12_WT_3","T12_4",0
"3520","P2T12_C-F-_1","T12_4",0
"3521","P2T12_C-F-_2","T12_4",1
"3522","P2T12_L-F-_1","T12_4",1
"3523","P2T12_L-F-_2","T12_4",0
"3524","P2T12_L-F-_3","T12_4",0
"3525","P2T12_L-C-_1","T12_4",0
"3526","P2T12_L-C-_2","T12_4",0
"3527","P2T12_L-C-_3","T12_4",0
"3528","P2T15_WT_1","T12_4",1
"3529","P2T15_WT_2","T12_4",0
"3530","P2T15_WT_3","T12_4",1
"3531","P2T15_C-F-_1","T12_4",1
"3532","P2T15_C-F-_2","T12_4",1
"3533","P2T15_C-F-_3","T12_4",1
"3534","P2T15_L-F-_1","T12_4",1
"3535","P2T15_L-F-_2","T12_4",0
"3536","P2T15_L-F-_3","T12_4",0
"3537","P2T15_L-C-_1","T12_4",1
"3538","P2T15_L-C-_2","T12_4",1
"3539","P2T15_L-C-_3","T12_4",1
"3540","P2T18_WT_1","T12_4",1
"3541","P2T18_WT_2","T12_4",1
"3542","P2T18_WT_3","T12_4",1
"3543","P2T18_C-F-_1","T12_4",1
"3544","P2T18_C-F-_2","T12_4",1
"3545","P2T18_C-F-_3","T12_4",1
"3546","P2T18_L-C-_1","T12_4",1
"3547","P2T18_L-C-_2","T12_4",1
"3548","P2T18_L-C-_3","T12_4",1
"3549","P2T21_WT_1","T12_4",1
"3550","P2T21_WT_2","T12_4",0
"3551","P2T21_WT_3","T12_4",0
"3552","P2T21_C-F-_1","T12_4",1
"3553","P2T21_C-F-_2","T12_4",1
"3554","P2T21_C-F-_3","T12_4",1
"3555","P2T21_L-F-_1","T12_4",0
"3556","P2T21_L-F-_2","T12_4",0
"3557","P2T21_L-F-_3","T12_4",0
"3558","P2T21_L-C-_1","T12_4",1
"3559","P2T21_L-C-_2","T12_4",1
"3560","P2T21_L-C-_3","T12_4",1
"3561","P2T24_WT_1","T12_4",1
"3562","P2T24_WT_2","T12_4",1
"3563","P2T24_WT_3","T12_4",1
"3564","P2T24_C-F-_1","T12_4",1
"3565","P2T24_C-F-_2","T12_4",1
"3566","P2T24_C-F-_3","T12_4",1
"3567","P2T24_L-C-_1","T12_4",1
"3568","P2T24_L-C-_2","T12_4",1
"3569","P2T24_L-C-_3","T12_4",1
"3570","P2T3_WT_1","T12_5",0
"3571","P2T3_WT_2","T12_5",0
"3572","P2T3_WT_3","T12_5",0
"3573","P2T3_C-F-_1","T12_5",0
"3574","P2T3_C-F-_2","T12_5",0
"3575","P2T3_C-F-_3","T12_5",0
"3576","P2T3_L-F-_1","T12_5",0
"3577","P2T3_L-F-_2","T12_5",0
"3578","P2T3_L-F-_3","T12_5",0
"3579","P2T6_WT_1","T12_5",0
"3580","P2T6_WT_2","T12_5",0
"3581","P2T6_WT_3","T12_5",0
"3582","P2T6_C-F-_1","T12_5",0
"3583","P2T6_C-F-_2","T12_5",0
"3584","P2T6_C-F-_3","T12_5",0
"3585","P2T6_L-F-_1","T12_5",0
"3586","P2T6_L-F-_2","T12_5",0
"3587","P2T6_L-F-_3","T12_5",0
"3588","P2T9_WT_1","T12_5",0
"3589","P2T9_WT_2","T12_5",0
"3590","P2T9_WT_3","T12_5",0
"3591","P2T9_C-F-_1","T12_5",0
"3592","P2T9_C-F-_2","T12_5",0
"3593","P2T9_C-F-_3","T12_5",0
"3594","P2T9_L-F-_1","T12_5",0
"3595","P2T9_L-F-_2","T12_5",0
"3596","P2T9_L-F-_3","T12_5",0
"3597","P2T9_L-C-_1","T12_5",0
"3598","P2T9_L-C-_2","T12_5",1
"3599","P2T9_L-C-_3","T12_5",0
"3600","P2T12_WT_1","T12_5",1
"3601","P2T12_WT_2","T12_5",0
"3602","P2T12_WT_3","T12_5",0
"3603","P2T12_C-F-_1","T12_5",0
"3604","P2T12_C-F-_2","T12_5",1
"3605","P2T12_L-F-_1","T12_5",1
"3606","P2T12_L-F-_2","T12_5",0
"3607","P2T12_L-F-_3","T12_5",1
"3608","P2T12_L-C-_1","T12_5",0
"3609","P2T12_L-C-_2","T12_5",0
"3610","P2T12_L-C-_3","T12_5",1
"3611","P2T15_WT_1","T12_5",1
"3612","P2T15_WT_2","T12_5",0
"3613","P2T15_WT_3","T12_5",1
"3614","P2T15_C-F-_1","T12_5",1
"3615","P2T15_C-F-_2","T12_5",1
"3616","P2T15_C-F-_3","T12_5",1
"3617","P2T15_L-F-_1","T12_5",1
"3618","P2T15_L-F-_2","T12_5",0
"3619","P2T15_L-F-_3","T12_5",0
"3620","P2T15_L-C-_1","T12_5",1
"3621","P2T15_L-C-_2","T12_5",1
"3622","P2T15_L-C-_3","T12_5",1
"3623","P2T18_WT_1","T12_5",1
"3624","P2T18_WT_2","T12_5",1
"3625","P2T18_WT_3","T12_5",1
"3626","P2T18_C-F-_1","T12_5",1
"3627","P2T18_C-F-_2","T12_5",1
"3628","P2T18_C-F-_3","T12_5",1
"3629","P2T18_L-C-_1","T12_5",1
"3630","P2T18_L-C-_2","T12_5",1
"3631","P2T18_L-C-_3","T12_5",1
"3632","P2T21_WT_1","T12_5",1
"3633","P2T21_WT_2","T12_5",0
"3634","P2T21_WT_3","T12_5",0
"3635","P2T21_C-F-_1","T12_5",1
"3636","P2T21_C-F-_2","T12_5",1
"3637","P2T21_C-F-_3","T12_5",1
"3638","P2T21_L-F-_1","T12_5",0
"3639","P2T21_L-F-_2","T12_5",0
"3640","P2T21_L-F-_3","T12_5",0
"3641","P2T21_L-C-_1","T12_5",1
"3642","P2T21_L-C-_2","T12_5",1
"3643","P2T21_L-C-_3","T12_5",1
"3644","P2T24_WT_1","T12_5",1
"3645","P2T24_WT_2","T12_5",1
"3646","P2T24_WT_3","T12_5",1
"3647","P2T24_C-F-_1","T12_5",1
"3648","P2T24_C-F-_2","T12_5",1
"3649","P2T24_C-F-_3","T12_5",1
"3650","P2T24_L-C-_1","T12_5",1
"3651","P2T24_L-C-_2","T12_5",1
"3652","P2T24_L-C-_3","T12_5",1
"3653","P2T3_WT_1","T12_6",0
"3654","P2T3_WT_2","T12_6",0
"3655","P2T3_WT_3","T12_6",0
"3656","P2T3_C-F-_1","T12_6",0
"3657","P2T3_C-F-_2","T12_6",0
"3658","P2T3_C-F-_3","T12_6",0
"3659","P2T3_L-F-_1","T12_6",0
"3660","P2T3_L-F-_2","T12_6",0
"3661","P2T3_L-F-_3","T12_6",0
"3662","P2T6_WT_1","T12_6",0
"3663","P2T6_WT_2","T12_6",0
"3664","P2T6_WT_3","T12_6",0
"3665","P2T6_C-F-_1","T12_6",0
"3666","P2T6_C-F-_2","T12_6",0
"3667","P2T6_C-F-_3","T12_6",0
"3668","P2T6_L-F-_1","T12_6",0
"3669","P2T6_L-F-_2","T12_6",0
"3670","P2T6_L-F-_3","T12_6",0
"3671","P2T9_WT_1","T12_6",0
"3672","P2T9_WT_2","T12_6",0
"3673","P2T9_WT_3","T12_6",0
"3674","P2T9_C-F-_1","T12_6",0
"3675","P2T9_C-F-_2","T12_6",0
"3676","P2T9_C-F-_3","T12_6",0
"3677","P2T9_L-F-_1","T12_6",0
"3678","P2T9_L-F-_2","T12_6",0
"3679","P2T9_L-F-_3","T12_6",0
"3680","P2T9_L-C-_1","T12_6",0
"3681","P2T9_L-C-_2","T12_6",1
"3682","P2T9_L-C-_3","T12_6",0
"3683","P2T12_WT_1","T12_6",1
"3684","P2T12_WT_2","T12_6",0
"3685","P2T12_WT_3","T12_6",0
"3686","P2T12_C-F-_1","T12_6",0
"3687","P2T12_C-F-_2","T12_6",1
"3688","P2T12_L-F-_1","T12_6",1
"3689","P2T12_L-F-_2","T12_6",0
"3690","P2T12_L-F-_3","T12_6",1
"3691","P2T12_L-C-_1","T12_6",0
"3692","P2T12_L-C-_2","T12_6",0
"3693","P2T12_L-C-_3","T12_6",1
"3694","P2T15_WT_1","T12_6",1
"3695","P2T15_WT_2","T12_6",0
"3696","P2T15_WT_3","T12_6",1
"3697","P2T15_C-F-_1","T12_6",1
"3698","P2T15_C-F-_2","T12_6",1
"3699","P2T15_C-F-_3","T12_6",1
"3700","P2T15_L-F-_1","T12_6",1
"3701","P2T15_L-F-_2","T12_6",0
"3702","P2T15_L-F-_3","T12_6",0
"3703","P2T15_L-C-_1","T12_6",1
"3704","P2T15_L-C-_2","T12_6",1
"3705","P2T15_L-C-_3","T12_6",1
"3706","P2T18_WT_1","T12_6",1
"3707","P2T18_WT_2","T12_6",1
"3708","P2T18_WT_3","T12_6",1
"3709","P2T18_C-F-_1","T12_6",1
"3710","P2T18_C-F-_2","T12_6",1
"3711","P2T18_C-F-_3","T12_6",1
"3712","P2T18_L-C-_1","T12_6",1
"3713","P2T18_L-C-_2","T12_6",1
"3714","P2T18_L-C-_3","T12_6",1
"3715","P2T21_WT_1","T12_6",1
"3716","P2T21_WT_2","T12_6",0
"3717","P2T21_WT_3","T12_6",0
"3718","P2T21_C-F-_1","T12_6",1
"3719","P2T21_C-F-_2","T12_6",1
"3720","P2T21_C-F-_3","T12_6",1
"3721","P2T21_L-F-_1","T12_6",0
"3722","P2T21_L-F-_2","T12_6",0
"3723","P2T21_L-F-_3","T12_6",0
"3724","P2T21_L-C-_1","T12_6",1
"3725","P2T21_L-C-_2","T12_6",1
"3726","P2T21_L-C-_3","T12_6",1
"3727","P2T24_WT_1","T12_6",1
"3728","P2T24_WT_2","T12_6",1
"3729","P2T24_WT_3","T12_6",1
"3730","P2T24_C-F-_1","T12_6",1
"3731","P2T24_C-F-_2","T12_6",1
"3732","P2T24_C-F-_3","T12_6",1
"3733","P2T24_L-C-_1","T12_6",1
"3734","P2T24_L-C-_2","T12_6",1
"3735","P2T24_L-C-_3","T12_6",1
"3736","P2T3_WT_1","T12_7",0
"3737","P2T3_WT_2","T12_7",0
"3738","P2T3_WT_3","T12_7",0
"3739","P2T3_C-F-_1","T12_7",0
"3740","P2T3_C-F-_2","T12_7",0
"3741","P2T3_C-F-_3","T12_7",0
"3742","P2T3_L-F-_1","T12_7",0
"3743","P2T3_L-F-_2","T12_7",0
"3744","P2T3_L-F-_3","T12_7",0
"3745","P2T6_WT_1","T12_7",0
"3746","P2T6_WT_2","T12_7",0
"3747","P2T6_WT_3","T12_7",0
"3748","P2T6_C-F-_1","T12_7",0
"3749","P2T6_C-F-_2","T12_7",0
"3750","P2T6_C-F-_3","T12_7",0
"3751","P2T6_L-F-_1","T12_7",0
"3752","P2T6_L-F-_2","T12_7",0
"3753","P2T6_L-F-_3","T12_7",0
"3754","P2T9_WT_1","T12_7",0
"3755","P2T9_WT_2","T12_7",0
"3756","P2T9_WT_3","T12_7",0
"3757","P2T9_C-F-_1","T12_7",0
"3758","P2T9_C-F-_2","T12_7",0
"3759","P2T9_C-F-_3","T12_7",0
"3760","P2T9_L-F-_1","T12_7",0
"3761","P2T9_L-F-_2","T12_7",0
"3762","P2T9_L-F-_3","T12_7",0
"3763","P2T9_L-C-_1","T12_7",0
"3764","P2T9_L-C-_2","T12_7",1
"3765","P2T9_L-C-_3","T12_7",0
"3766","P2T12_WT_1","T12_7",1
"3767","P2T12_WT_2","T12_7",0
"3768","P2T12_WT_3","T12_7",0
"3769","P2T12_C-F-_1","T12_7",0
"3770","P2T12_C-F-_2","T12_7",1
"3771","P2T12_L-F-_1","T12_7",1
"3772","P2T12_L-F-_2","T12_7",0
"3773","P2T12_L-F-_3","T12_7",1
"3774","P2T12_L-C-_1","T12_7",0
"3775","P2T12_L-C-_2","T12_7",0
"3776","P2T12_L-C-_3","T12_7",1
"3777","P2T15_WT_1","T12_7",1
"3778","P2T15_WT_2","T12_7",0
"3779","P2T15_WT_3","T12_7",1
"3780","P2T15_C-F-_1","T12_7",1
"3781","P2T15_C-F-_2","T12_7",1
"3782","P2T15_C-F-_3","T12_7",1
"3783","P2T15_L-F-_1","T12_7",1
"3784","P2T15_L-F-_2","T12_7",0
"3785","P2T15_L-F-_3","T12_7",0
"3786","P2T15_L-C-_1","T12_7",1
"3787","P2T15_L-C-_2","T12_7",1
"3788","P2T15_L-C-_3","T12_7",1
"3789","P2T18_WT_1","T12_7",1
"3790","P2T18_WT_2","T12_7",1
"3791","P2T18_WT_3","T12_7",1
"3792","P2T18_C-F-_1","T12_7",1
"3793","P2T18_C-F-_2","T12_7",1
"3794","P2T18_C-F-_3","T12_7",1
"3795","P2T18_L-C-_1","T12_7",1
"3796","P2T18_L-C-_2","T12_7",1
"3797","P2T18_L-C-_3","T12_7",1
"3798","P2T21_WT_1","T12_7",1
"3799","P2T21_WT_2","T12_7",0
"3800","P2T21_WT_3","T12_7",0
"3801","P2T21_C-F-_1","T12_7",1
"3802","P2T21_C-F-_2","T12_7",1
"3803","P2T21_C-F-_3","T12_7",1
"3804","P2T21_L-F-_1","T12_7",0
"3805","P2T21_L-F-_2","T12_7",0
"3806","P2T21_L-F-_3","T12_7",0
"3807","P2T21_L-C-_1","T12_7",1
"3808","P2T21_L-C-_2","T12_7",1
"3809","P2T21_L-C-_3","T12_7",1
"3810","P2T24_WT_1","T12_7",1
"3811","P2T24_WT_2","T12_7",1
"3812","P2T24_WT_3","T12_7",1
"3813","P2T24_C-F-_1","T12_7",1
"3814","P2T24_C-F-_2","T12_7",1
"3815","P2T24_C-F-_3","T12_7",1
"3816","P2T24_L-C-_1","T12_7",1
"3817","P2T24_L-C-_2","T12_7",1
"3818","P2T24_L-C-_3","T12_7",1
"3819","P2T3_WT_1","T12_8",0
"3820","P2T3_WT_2","T12_8",0
"3821","P2T3_WT_3","T12_8",0
"3822","P2T3_C-F-_1","T12_8",0
"3823","P2T3_C-F-_2","T12_8",0
"3824","P2T3_C-F-_3","T12_8",0
"3825","P2T3_L-F-_1","T12_8",0
"3826","P2T3_L-F-_2","T12_8",0
"3827","P2T3_L-F-_3","T12_8",0
"3828","P2T6_WT_1","T12_8",0
"3829","P2T6_WT_2","T12_8",0
"3830","P2T6_WT_3","T12_8",0
"3831","P2T6_C-F-_1","T12_8",0
"3832","P2T6_C-F-_2","T12_8",0
"3833","P2T6_C-F-_3","T12_8",0
"3834","P2T6_L-F-_1","T12_8",0
"3835","P2T6_L-F-_2","T12_8",0
"3836","P2T6_L-F-_3","T12_8",0
"3837","P2T9_WT_1","T12_8",0
"3838","P2T9_WT_2","T12_8",0
"3839","P2T9_WT_3","T12_8",0
"3840","P2T9_C-F-_1","T12_8",0
"3841","P2T9_C-F-_2","T12_8",0
"3842","P2T9_C-F-_3","T12_8",0
"3843","P2T9_L-F-_1","T12_8",0
"3844","P2T9_L-F-_2","T12_8",0
"3845","P2T9_L-F-_3","T12_8",0
"3846","P2T9_L-C-_1","T12_8",0
"3847","P2T9_L-C-_2","T12_8",1
"3848","P2T9_L-C-_3","T12_8",0
"3849","P2T12_WT_1","T12_8",1
"3850","P2T12_WT_2","T12_8",0
"3851","P2T12_WT_3","T12_8",0
"3852","P2T12_C-F-_1","T12_8",0
"3853","P2T12_C-F-_2","T12_8",1
"3854","P2T12_L-F-_1","T12_8",1
"3855","P2T12_L-F-_2","T12_8",0
"3856","P2T12_L-F-_3","T12_8",1
"3857","P2T12_L-C-_1","T12_8",0
"3858","P2T12_L-C-_2","T12_8",0
"3859","P2T12_L-C-_3","T12_8",1
"3860","P2T15_WT_1","T12_8",1
"3861","P2T15_WT_2","T12_8",0
"3862","P2T15_WT_3","T12_8",1
"3863","P2T15_C-F-_1","T12_8",1
"3864","P2T15_C-F-_2","T12_8",1
"3865","P2T15_C-F-_3","T12_8",1
"3866","P2T15_L-F-_1","T12_8",1
"3867","P2T15_L-F-_2","T12_8",0
"3868","P2T15_L-F-_3","T12_8",0
"3869","P2T15_L-C-_1","T12_8",1
"3870","P2T15_L-C-_2","T12_8",1
"3871","P2T15_L-C-_3","T12_8",1
"3872","P2T18_WT_1","T12_8",1
"3873","P2T18_WT_2","T12_8",1
"3874","P2T18_WT_3","T12_8",1
"3875","P2T18_C-F-_1","T12_8",1
"3876","P2T18_C-F-_2","T12_8",1
"3877","P2T18_C-F-_3","T12_8",1
"3878","P2T18_L-C-_1","T12_8",1
"3879","P2T18_L-C-_2","T12_8",1
"3880","P2T18_L-C-_3","T12_8",1
"3881","P2T21_WT_1","T12_8",1
"3882","P2T21_WT_2","T12_8",0
"3883","P2T21_WT_3","T12_8",0
"3884","P2T21_C-F-_1","T12_8",1
"3885","P2T21_C-F-_2","T12_8",1
"3886","P2T21_C-F-_3","T12_8",1
"3887","P2T21_L-F-_1","T12_8",0
"3888","P2T21_L-F-_2","T12_8",0
"3889","P2T21_L-F-_3","T12_8",0
"3890","P2T21_L-C-_1","T12_8",1
"3891","P2T21_L-C-_2","T12_8",1
"3892","P2T21_L-C-_3","T12_8",1
"3893","P2T24_WT_1","T12_8",1
"3894","P2T24_WT_2","T12_8",1
"3895","P2T24_WT_3","T12_8",1
"3896","P2T24_C-F-_1","T12_8",1
"3897","P2T24_C-F-_2","T12_8",1
"3898","P2T24_C-F-_3","T12_8",1
"3899","P2T24_L-C-_1","T12_8",1
"3900","P2T24_L-C-_2","T12_8",1
"3901","P2T24_L-C-_3","T12_8",1
"3902","P2T3_WT_1","T12_9",0
"3903","P2T3_WT_2","T12_9",0
"3904","P2T3_WT_3","T12_9",0
"3905","P2T3_C-F-_1","T12_9",0
"3906","P2T3_C-F-_2","T12_9",0
"3907","P2T3_C-F-_3","T12_9",0
"3908","P2T3_L-F-_1","T12_9",0
"3909","P2T3_L-F-_2","T12_9",0
"3910","P2T3_L-F-_3","T12_9",0
"3911","P2T6_WT_1","T12_9",0
"3912","P2T6_WT_2","T12_9",0
"3913","P2T6_WT_3","T12_9",0
"3914","P2T6_C-F-_1","T12_9",0
"3915","P2T6_C-F-_2","T12_9",0
"3916","P2T6_C-F-_3","T12_9",0
"3917","P2T6_L-F-_1","T12_9",0
"3918","P2T6_L-F-_2","T12_9",0
"3919","P2T6_L-F-_3","T12_9",0
"3920","P2T9_WT_1","T12_9",0
"3921","P2T9_WT_2","T12_9",0
"3922","P2T9_WT_3","T12_9",0
"3923","P2T9_C-F-_1","T12_9",0
"3924","P2T9_C-F-_2","T12_9",0
"3925","P2T9_C-F-_3","T12_9",0
"3926","P2T9_L-F-_1","T12_9",0
"3927","P2T9_L-F-_2","T12_9",0
"3928","P2T9_L-F-_3","T12_9",0
"3929","P2T9_L-C-_1","T12_9",0
"3930","P2T9_L-C-_2","T12_9",1
"3931","P2T9_L-C-_3","T12_9",0
"3932","P2T12_WT_1","T12_9",1
"3933","P2T12_WT_2","T12_9",0
"3934","P2T12_WT_3","T12_9",0
"3935","P2T12_C-F-_1","T12_9",0
"3936","P2T12_C-F-_2","T12_9",1
"3937","P2T12_L-F-_1","T12_9",1
"3938","P2T12_L-F-_2","T12_9",0
"3939","P2T12_L-F-_3","T12_9",1
"3940","P2T12_L-C-_1","T12_9",1
"3941","P2T12_L-C-_2","T12_9",1
"3942","P2T12_L-C-_3","T12_9",1
"3943","P2T15_WT_1","T12_9",1
"3944","P2T15_WT_2","T12_9",0
"3945","P2T15_WT_3","T12_9",1
"3946","P2T15_C-F-_1","T12_9",1
"3947","P2T15_C-F-_2","T12_9",1
"3948","P2T15_C-F-_3","T12_9",1
"3949","P2T15_L-F-_1","T12_9",1
"3950","P2T15_L-F-_2","T12_9",1
"3951","P2T15_L-F-_3","T12_9",1
"3952","P2T15_L-C-_1","T12_9",1
"3953","P2T15_L-C-_2","T12_9",1
"3954","P2T15_L-C-_3","T12_9",1
"3955","P2T18_WT_1","T12_9",1
"3956","P2T18_WT_2","T12_9",1
"3957","P2T18_WT_3","T12_9",1
"3958","P2T18_C-F-_1","T12_9",1
"3959","P2T18_C-F-_2","T12_9",1
"3960","P2T18_C-F-_3","T12_9",1
"3961","P2T18_L-C-_1","T12_9",1
"3962","P2T18_L-C-_2","T12_9",1
"3963","P2T18_L-C-_3","T12_9",1
"3964","P2T21_WT_1","T12_9",1
"3965","P2T21_WT_2","T12_9",0
"3966","P2T21_WT_3","T12_9",0
"3967","P2T21_C-F-_1","T12_9",1
"3968","P2T21_C-F-_2","T12_9",1
"3969","P2T21_C-F-_3","T12_9",1
"3970","P2T21_L-F-_1","T12_9",0
"3971","P2T21_L-F-_2","T12_9",0
"3972","P2T21_L-F-_3","T12_9",0
"3973","P2T21_L-C-_1","T12_9",1
"3974","P2T21_L-C-_2","T12_9",1
"3975","P2T21_L-C-_3","T12_9",1
"3976","P2T24_WT_1","T12_9",1
"3977","P2T24_WT_2","T12_9",1
"3978","P2T24_WT_3","T12_9",1
"3979","P2T24_C-F-_1","T12_9",1
"3980","P2T24_C-F-_2","T12_9",1
"3981","P2T24_C-F-_3","T12_9",1
"3982","P2T24_L-C-_1","T12_9",1
"3983","P2T24_L-C-_2","T12_9",1
"3984","P2T24_L-C-_3","T12_9",1
"3985","P2T3_WT_1","T12_10",0
"3986","P2T3_WT_2","T12_10",0
"3987","P2T3_WT_3","T12_10",0
"3988","P2T3_C-F-_1","T12_10",0
"3989","P2T3_C-F-_2","T12_10",0
"3990","P2T3_C-F-_3","T12_10",0
"3991","P2T3_L-F-_1","T12_10",0
"3992","P2T3_L-F-_2","T12_10",0
"3993","P2T3_L-F-_3","T12_10",0
"3994","P2T6_WT_1","T12_10",0
"3995","P2T6_WT_2","T12_10",0
"3996","P2T6_WT_3","T12_10",0
"3997","P2T6_C-F-_1","T12_10",0
"3998","P2T6_C-F-_2","T12_10",0
"3999","P2T6_C-F-_3","T12_10",0
"4000","P2T6_L-F-_1","T12_10",0
"4001","P2T6_L-F-_2","T12_10",0
"4002","P2T6_L-F-_3","T12_10",0
"4003","P2T9_WT_1","T12_10",0
"4004","P2T9_WT_2","T12_10",0
"4005","P2T9_WT_3","T12_10",0
"4006","P2T9_C-F-_1","T12_10",0
"4007","P2T9_C-F-_2","T12_10",0
"4008","P2T9_C-F-_3","T12_10",0
"4009","P2T9_L-F-_1","T12_10",0
"4010","P2T9_L-F-_2","T12_10",0
"4011","P2T9_L-F-_3","T12_10",0
"4012","P2T9_L-C-_1","T12_10",0
"4013","P2T9_L-C-_2","T12_10",1
"4014","P2T9_L-C-_3","T12_10",0
"4015","P2T12_WT_1","T12_10",1
"4016","P2T12_WT_2","T12_10",0
"4017","P2T12_WT_3","T12_10",0
"4018","P2T12_C-F-_1","T12_10",0
"4019","P2T12_C-F-_2","T12_10",1
"4020","P2T12_L-F-_1","T12_10",1
"4021","P2T12_L-F-_2","T12_10",0
"4022","P2T12_L-F-_3","T12_10",1
"4023","P2T12_L-C-_1","T12_10",1
"4024","P2T12_L-C-_2","T12_10",1
"4025","P2T12_L-C-_3","T12_10",1
"4026","P2T15_WT_1","T12_10",1
"4027","P2T15_WT_2","T12_10",0
"4028","P2T15_WT_3","T12_10",1
"4029","P2T15_C-F-_1","T12_10",1
"4030","P2T15_C-F-_2","T12_10",1
"4031","P2T15_C-F-_3","T12_10",1
"4032","P2T15_L-F-_1","T12_10",1
